,0
הַנּוֹסֵר,הנוסר
בְּנָסֹרֶת,בנסורת
שֶׁשָּׁף,ששף
מִשֶּׁיָּשׁוּף,משישוף
הַלָּשׁ,הלש
וְהַמְּגַבֵּל,והמגבל
כּוּר,כור
בְּמֻרְסָן,במורסן
בְּכַיּוֹצֶא,בכיוצא
וְנִתְלִין,ונתלין
הַמַּאֲכָל,המאכל
הַמְּחַמֵּם,המחמם
הַמֵּחָם,המיחם
שֶׁתִּתְגַּלְגַּל,שתתגלגל
וְנִתְגַּלְגְּלָה,ונתגלגלה
שֶׁהַמְּבַשֵּׁל,שהמבשל
בְּתוֹלֶדֶת,בתולדת
הַמֵּדִיחַ,המדיח
קוּלְיָס,קולייס
הָאַסְפַּנִּין,האספנין
בִּשּׁוּלָן,בישולן
הַמַּפְקִיעַ,המפקיע
הַבֵּיצָה,הביצה
חַמִּים,חמים
שֶׁנִּצְלָת,שנצלת
שֶׁתּוֹלְדוֹת,שתולדות
כְּתוֹלְדוֹת,כתולדות
הַתְּבָלִין,התבלין
וְהֵגִיס,והגיס
שָׁפַת,שפת
נִצְלָה,נצלה
נִתְבַּשַּׁל,נתבשל
שֶׁיַּהְפֹּךְ,שיהפוך
וְיִתְבַּשַּׁל,ויתבשל
צְדָדָיו,צדדיו
וְהִדְבִּיק,והדביק
הַמַּתִּיךְ,המתיך
הַמַּתֶּכֶת,המתכת
הַמְּמַסֵּס,הממסס
הַדּוֹנַג,הדונג
הֶחֵלֶב,החלב
וְהַכֹּפֶר,והכופר
וְהַגָּפְרִית,והגופרית
שֶׁרִפָּה,שריפה
שֶׁהִקְשָׁה,שהקשה
הַשֶּׁלַח,השלח
לִטְווֹת,לטוות
שֶׁאָרְכּוֹ,שאורכו
כְּרֹחַב,כרוחב
לִמְתֹּחַ,למתוח
נִפּוּץ,ניפוץ
הַחוֹתֵךְ,החותך
יַבֹּלֶת,יבולת
מְצַעֲרוֹת,מצערות
לִטְּלָן,ליטלן
הַמְּלַבֵּן,המלבן
לְהִתְלַבַּן,להתלבן
וְהַמְּכַבֵּס,והמכבס
וְהַסּוֹחֵט,והסוחט
מְכַבְּסוֹ,מכבסו
שֶׁהַסְּחִיטָה,שהסחיטה
שֶׁהַהֲגָסָה,שההגסה
בַּשֵּׂעָר,בשיער
לָעוֹר,לעור
סְחִיטָתוֹ,סחיטתו
הַמְּנַפֵּץ,המנפץ
וְהַמְּנַפֵּץ,והמנפץ
הַצּוֹבֵעַ,הצובע
צְבָע,צבע
סָרָק,סרק
שָׁשַׁר,ששר
וּצְבָעוֹ,וצבעו
מַעְבִירוֹ,מעבירו
לְשָׁעָתוֹ,לשעתו
קַלְקַנְתּוֹס,קלקנתוס
הַנִּטְוֶה,הנטווה
הַנּוֹצָה,הנוצה
הַלֶּבֶד,הלבד
שֶׁיְּלַבַּד,שילבד
נַפָה,נפה
שֶׁסָּרַג,שסרג
בַּחֲבָלִים,בחבלים
הָאוֹרְגִין,האורגין
שֶׁמּוֹתְחִין,שמותחין
וּבְרָחְבָּהּ,וברוחבה
בַּשֵּׁבֶט,בשבט
וּמְתַקֵּן,ומתקן
וּמְתִיחַת,ומתיחת
הַנְסָכַת,הנסכת
וּכְשֶׁכּוֹפְלִין,וכשכופלין
הָעֵרֶב,הערב
בַּשְּׁתִי,בשתי
וְהַשּׁוֹבֵט,והשובט
שֶׁיִּתְפָּרְקוּ,שיתפרקו
וִיתַקְּנָם,ויתקנם
מִשֶּׁיְּתַקַּן,משיתקן
שֶׁאֲרָגָן,שארגן
בִּשְׂפַת,בשפת
צִלְצוּל,צלצול
הַמְּדַקְדֵּק,המדקדק
וּמַפְרִידָן,ומפרידן
הָאֲרִיגָה,האריגה
הַקּוֹלֵעַ,הקולע
מִשֶּׁיַּעֲשֶׂה,משיעשה
הַמַּפְרִיד,המפריד
שֶׁמְּאַחִין,שמאחין
שֶׁבּוֹצְעִין,שבוצעין
וְאוֹרְגִין,ואורגין
שֶׁבָּצְעוּ,שבצעו
הַקְּלִיעָה,הקליעה
וְקִשְׁרֵי,וקשרי
לְקָשְׁרוֹ,לקושרו
וּקְשָׁרָהּ,וקשרה
וּקְשָׁרוֹ,וקשרו
שֶׁקָּשַׁר,שקשר
הַקְּשָׁרִים,הקשרים
לְקַיָּמָה,לקיימה
קְשָׁרוֹ,קשרו
הַחֲלוּק,החלוק
שֶׁיְּכוּלָה,שיכולה
אֵיסָרוֹת,אסרות
גַּרָּדִי,גרדי
הַגֳּמִי,הגמי
שֶׁנִּשְׁמַט,שנשמט
הָעֲנִיבָה,העניבה
וְעוֹנֵב,ועונב
מִשֵּׁעוּרֵי,משיעורי
קָשְׁרוֹ,קושרו
הֶתֵּרוֹ,היתרו
שֶׁהַקּוֹשֵׁר,שהקושר
הַפּוֹתֵל,הפותל
הַהַוְצִין,ההוצין
הַחֵלֶף,החלף
מֵחוּטֵי,מחוטי
בִּפְתִילָתוֹ,בפתילתו
הַפְּתִיל,הפתיל
תִשָּׁמֵט,תישמט
תָּפַר,תפר
וְהַמּוֹתֵחַ,והמותח
לְהַפְסָדָה,להפסדה
שֶׁמְּיַשֵּׁב,שמיישב
שׁוֹכֶכֶת,שוככת
וְהַפּוֹתֵחַ,והפותח
הַמְּדַבֵּק,המדבק
נְיָרוֹת,ניירות
בְּקֻלָּן,בקולן
הַמְּפָרֵק,המפרק
דְּבוּקִין,דבוקין
גַּיא,גיא
וּבַנִּדְבָּךְ,ובנדבך
וְהַבּוֹנֶה,והבונה
שֶׁיִּשָּׂרְפוּ,שיישרפו
הַמְּגַבֵּן,המגבן
הַגְּבִנָּה,הגבינה
שֶׁיְּגַבַּן,שיגבן
הַקֻּרְדֹּם,הקורדום
שֶׁנִּתְאַחַד,שנתאחד
שֶׁפֵּרַק,שפירק
תָּקוּעַ,תקוע
שֶׁיִּתְכַּוַּן,שיתכוון
הַכָּיָה,הכיה
הַמְּנַפֵּחַ,המנפח
וְהַצָּר,והצר
וְהַמְּגָרֵד,והמגרד
בְּמַתֶּכֶת,במתכת
עֲשִׂיָּתוֹ,עשייתו
שֶׁהָרוֹפְאִין,שהרופאין
הֱפִיסָהּ,הפיסה
הַמְּסַתֵּת,המסתת
הַמְּצַדֵּד,המצדד
בִּיסוֹד,ביסוד
הַיַּבּוֹלוֹת,היבולות
שֶׁבִּכְלֵי,שבכלי
שֶׁיַּקְפִּיד,שיקפיד
הֱסִירָן,הסירן
הַמְּנַעֵר,המנער
וּלְהָסִיר,ולהסיר
הַצֵּהוּב,הציהוב
הַנִּתְלֶה,הנתלה
שֶׁיָּצוּד,שיצוד
שֶׁרָדַף,שרדף
שֶׁהִכְנִיסוֹ,שהכניסו
שֶׁהִפְרִיחַ,שהפריח
שֶׁשָּׁלָה,ששלה
הִפְרִיחַ,הפריח
שֶׁהִבְרִיחַ,שהבריח
וַעֲקָרוֹ,ועקרו
לִבְרֵכָה,לבריכה
לִטְרַקְלִין,לטרקלין
לְקַחְתּוֹ,לקחתו
וְלָצוּד,ולצוד
לַכִּיפָה,לכיפה
בִּשְׂחִיָּה,בשחייה
הִבְרִיחַ,הבריח
הַמַּבְרִיחַ,המבריח
הַמְּשַׁלֵּחַ,המשלח
שֶׁיָּצוּדוּ,שיצודו
צְבָאִים,צבאים
וְאַרְנָבִים,וארנבים
וְהִבְהִילוֹ,והבהילו
וְתָפַס,ותפס
כַּדֶּרֶךְ,כדרך
נְעָלוּהוּ,נעלוהו
לִנְעֹל,לנעל
וּנְעָלוּהוּ,ונעלוהו
וְלִקַּח,וליקח
וּמְשַׁמְּרָהּ,ומשמרה
הַמְּצוּדָה,המצודה
אַוְזִין,אווזין
וְתֻרְנְגוֹלִין,ותרנגולין
חֲזִיזִין,חזיזין
צִרְעִין,צרעין
וִיתוּשִׁין,ויתושין
וּפַרְעוֹשִׁין,ופרעושין
רְמָשִׂים,רמשים
וְנוֹשְׁכִין,ונושכין
לְהִנָּצֵל,להינצל
מִנְּשִׁיכָתָן,מנשיכתן
קוֹשְׁרָן,קושרן
יַזִּיקוּ,יזיקו
בִּנְחִירָה,בנחירה
בְּהַכָּיָה,בהכיה
הַחוֹנֵק,החונק
מִסֵּפֶל,מספל
כַּסֶּלַע,כסלע
וְדִלְדַּל,ודילדל
עֹבֶר,עובר
נֶהֱוִין,נהווין
הַפַּרְעוֹשִׁין,הפרעושין
שֶׁהֲוִיָּתָן,שהווייתן
הַגְּלָלִים,הגללים
שֶׁהִבְאִישׁוּ,שהבאישו
תּוֹלָעִים,תולעים
וְתוֹלָעִים,ותולעים
הַקָּטְנָיוֹת,הקטנייות
הַהוֹרְגָן,ההורגן
הַמְּפַלֶּה,המפלה
הַכִּנִּים,הכינים
הַזִּיעָה,הזיעה
נוֹשְׁכִין,נושכין
שֶׁבְּמִצְרַיִם,שבמצריים
שֶׁבְּחִדְיַב,שבחדיב
כְּשֶׁיֵּרָאוּ,כשייראו
דְּרָסָן,דרסן
וַהֲרָגָן,והרגן
הַמַּפְשִׁיט,המפשיט
הַמְּעַבֵּד,המעבד
הַמּוֹלֵחַ,המולח
שֶׁהַמְּלִיחָה,שהמליחה
בְּאֹכָלִין,באוכלין
שֶׁיַּחְלִיק,שיחליק
דּוּכְסוֹסְטוֹס,דוכסוסטוס
הַדּוֹרֵס,הדורס
הַמְּרַכְּכוֹ,המרככו
וּמוֹשְׁכוֹ,ומושכו
וּמַשְׁוֶה,ומשווה
שֶׁהָרַצְעָנִין,שהרצענין
הַמּוֹרֵט,המורט
הָאֶבְרָה,האברה
הַמְּמָרֵחַ,הממרח
שַׁעְוָה,שעווה
הַמִּתְמָרְחִין,המתמרחין
הַמָּתוּחַ,המתוח
וְיַחְתֹּךְ,ויחתוך
כִּמְשַׂחֵק,כמשחק
וְהַקּוֹמֵט,והקומט
הַמְּגָרֵד,המגרד
כְּלֻנְסוֹת,כלונסות
הַמַּתְּכוֹת,המתכות
וּקְטָמוֹ,וקטמו
לַחְצוֹת,לחצות
וְהַוְצִין,והוצין
לִקְטֹם,לקטום
וִיבֵשִׁין,ויבשין
וּמְפַשֵּׁחַ,ומפשח
שֶׁפִּשַּׁח,שפישח
חִיּוּבוֹ,חיובו
וּמָחַק,ומחק
הַפֵּנְקַס,הפנקס
רַר,רר
סִמְיוֹנוֹת,סימיונות
לִכְתָב,לכתב
חֵת,חית
נִהְגִּין,נהגין
פֵּנְקַס,פנקס
כּוֹתָלֵי,כותלי
שֶׁמְּקָרְבָן,שמקרבן
לִקְרִיבָתָן,לקריבתן
שֶׁכְּתָבָהּ,שכתבה
שֶׁחִלַּק,שחילק
הַחֵית,החית
וּבְמַרְפֵּקוֹ,ובמרפקו
וְהַשּׁוֹלֵט,והשולט
הָרוֹשֵׁם,הרושם
וְשָׁחוֹר,ושחור
וְסִקְרָה,וסקרה
וְקָמוֹס,וקמוס
שֶׁמִּתְקַיֵּם,שמתקיים
וּנְיָר,ונייר
רִשּׁוּמוֹ,רישומו
עַלֵּי,עלי
שֶׁיִּמְחֹק,שימחוק
שֶׁחֲמִימוּת,שחמימות
הַמְּשָׂרֵט,המשרט
סִקְרָה,סקרה
רְשָׁמִים,רשמים
בַּכֹּחַל,בכוחל
וּבַשָּׁשַׁר,ובששר
שֶׁהַצַּיָּרִין,שהציירין
רוֹשְׁמִים,רושמים
הַמְּשַׁרְטֵט,המשרטט
שֶׁיִּנְסֹר,שינסור
מְשַׁרְטֵט,משרטט
הַגַּבָּלִים,הגבלים
בָּאֲבָנִים,באבנים
שֶׁיְּפַצַּל,שיפצל
הַמַּבְעִיר,המבעיר
לָאֵפֶר,לאפר
הִבְעִיר,הבעיר
גְּדִישׁוֹ,גדישו
לְהִנָּקֵם,להינקם
מִשּׂוֹנְאוֹ,משונאו
כַּקּוֹרֵעַ,כקורע
וּכַחוֹבֵל,וכחובל
מְתַקְּנִים,מתקנים
יִצְרָן,יצרן
לְצָרְפוֹ,לצרפו
לְצָרַף,לצרף
לוֹטְשֵׁי,לוטשי
לְחַסְּמוֹ,לחסמו
מְכַבָּה,מכבה
וְיַנִּיחוּ,ויניחו
תְּלַהַט,תלהט
שׂוֹרֶפֶת,שורפת
וּמְכַבִּים,ומכבים
שֶׁגְּרָם,שגרם
תֶאֱחֹז,תאחוז
מְלַהֶטֶת,מלהטת
וּפוֹרְסוֹ,ופורסו
וּבִדְלֵקָה,ובדליקה
וַיִּכָּלֵא,וייכלא
"מֵהָבִיא""","מהביא"""
שֶׁהַהֲבָאָה,שההבאה
שֶׁהַמַּעְבִיר,שהמעביר
הַמּוֹעִיל,המועיל
וְיַעְקֹר,ויעקור
מִכַּשֵּׁעוּר,מכשיעור
וְיַנִּיחוֹ,ויניחו
כְּחֵפֶץ,כחפץ
שֶׁהַמַּשּׂאוּי,שהמשאוי
מַשָּׁא,משא
בְּאָזְנוֹ,באוזנו
וּבְכִיס,ובכיס
שֶׁתָּפוּר,שתפור
בְּמַנְעָלוֹ,במנעלו
וּבְסַנְדָּלוֹ,ובסנדלו
וְתוֹפֵס,ותופס
הַחֲפָצִין,החפצין
שֶׁהִעְבִירוֹ,שהעבירו
לְטַלְטַל,לטלטל
בְּצִדָּן,בצידן
הַמְּרֻבָּע,המרובע
וּבְאַמָּה,ובאמה
"""שְׁבוּ","""שבו"
"תַּחְתָּיו""","תחתיו"""
יְטַלְטַל,יטלטל
לִמְרֻבָּע,למרובע
בִּמְרֻבָּע,במרובע
כְּשֶׁיִּפְשֹׁט,כשיפשוט
בִּנְתַּיִם,בינתיים
שֶׁבְּצִדּוֹ,שבצידו
שֶׁהַחֵפֶץ,שהחפץ
טִלְטַל,טילטל
אֲלַכְסוֹנוֹ,אלכסונו
שֶׁיַּעְבִיר,שיעביר
הָאֲלַכְסוֹן,האלכסון
לַאֲלַכְסוֹנוֹ,לאלכסונו
וְהִחְזִיר,והחזיר
כְּמֻנָּח,כמונח
וְחָשַׁב,וחשב
שֶׁבְּפִיו,שבפיו
מְשִׂימָה,משימה
וְהִשְׁתִּין,והשתין
וְהוֹצִיאָם,והוציאם
וְקָלַט,וקלט
בְּשֶׁהָיְתָה,בשהייתה
שֶׁעֲקִירַת,שעקירת
בַּחֵפֶץ,בחפץ
וַעֲמִידָתוֹ,ועמידתו
חֲבִלָּתוֹ,חבילתו
כְּעוֹקֵר,כעוקר
וַחֲבִלָּתוֹ,וחבילתו
וְזוֹרְקָהּ,וזורקה
וּכְשֶׁיַּעֲמֹד,וכשיעמוד
הַאַמּוֹת,האמות
רֹמַח,רומח
וְהִשְׁלִיכוֹ,והשליכו
וּגְרָרוֹ,וגררו
שֶׁהַמְּגַלְגֵּל,שהמגלגל
הָעֲקִירָה,העקירה
קְלָטוֹ,קלטו
כֵּלֶב,כלב
וֶאֱגוֹדוֹ,ואגודו
הַהַנָּחָה,ההנחה
הַגְּמוּרָה,הגמורה
בְּאַוֵּיר,באוויר
מַשְׁהוּ,משהו
שֶׁנֶּעְקַר,שנעקר
נִתְגַּלְגַּל,נתגלגל
שֶׁנִּשְׁאָר,שנשאר
וְנִתְגַּלְגַּל,ונתגלגל
מִצְטָרְפִים,מצטרפים
מֵאַוֵּיר,מאוויר
לָעֲגָלָה,לעגלה
הָעֲגָלוֹת,העגלות
וַעֲגָלָה,ועגלה
שֶׁהָעֲגָלוֹת,שהעגלות
הָרְשׁוּיוֹת,הרשייות
שֶׁבְּצִדָּהּ,שבצידה
שֶׁיַּכְנִיס,שיכניס
הַשְּׁמוֹנֶה,השמונה
חִשַּׁב,חישב
שֶׁתַּעֲבֹר,שתעבור
וִיעָרִים,ויערים
וּדְרָכִים,ודרכים
הַמְּפֻלָּשִׁין,המפולשין
וְרָחֵב,ורחב
עָמוֹק,עמוק
גָּבְהָן,גובהן
שֶׁדַּלְתוֹתֶיהָ,שדלתותיה
שֶׁהֻקְּפוּ,שהוקפו
אַוֵּיר,אוויר
אַוֵּירָהּ,אווירה
תחילת,תחילת
וְגָבְהוֹ,וגובהו
שֶׁהַכַּרְמְלִית,שהכרמלית
וְעָמוֹק,ועמוק
שֶׁמֻּקָּף,שמוקף
וְהַבִּקְעָה,והבקעה
הַכַּרְמְלִית,הכרמלית
שֶׁבַּיַּמִּים,שבימים
וְשֶׁבַּנְּהָרוֹת,ושבנהרות
הָעֹמֶק,העומק
כְּקַרְקָע,כקרקע
שֶׁבְּכַרְמְלִית,שבכרמלית
בְּרָחְבָּהּ,ברוחבה
אִצְטְבָה,איצטבה
וּבַרְקָנִים,וברקנים
וְרָחְבּוֹ,ורוחבו
בְּגָבְהוֹ,בגובהו
שֶׁרַבִּים,שרבים
בַּגָּג,בגג
בַּיָּתֵד,ביתד
וּלְהִשְׁתַּמַּשׁ,ולהשתמש
מְמַעֲטוֹ,ממעטו
הַיָּתֵד,היתד
נִתְמַעַט,נתמעט
הַיְּתֵדוֹת,היתדות
וּמִשְׁתַּמְּשִׁים,ומשתמשים
חוֹרֵי,חורי
חוֹר,חור
וּבְכְרַמְלְיִת,ובכרמלית
תִּתְחַלַּף,תתחלף
הִעְבִירוֹ,העבירו
שֶׁהַמְּהַלֵּךְ,שהמהלך
בַּזּוֹרֵק,בזורק
בְּעִיקָרוֹ,בעיקרו
הַקָּצֵר,הקצר
שֶׁרְשׁוּת,שרשות
הַנּוֹף,הנוף
טְרַסְקַל,טרסקל
וְנִדְבַּק,ונדבק
נִדְבַּק,נדבק
בָּאַוֵּיר,באוויר
בְּחוֹר,בחור
שֶׁכְּלִי,שכלי
וַעֲשִׁיַּת,ועשיית
הַמְּחִצָּה,המחיצה
נִיחַת,ניחת
וְחִלְּקָה,וחילקה
בְּרָחְבּוֹ,ברוחבו
הַמְּחִצּוֹת,המחיצות
מִעֲטוּ,מיעטו
בְּעָמְקוֹ,בעומקו
וּבַגָּמָל,ובגמל
שֶׁהַכֵּלִים,שהכלים
הַמְּקַלְּחִין,המקלחין
בַּצִּנּוֹר,בצינור
זִיזִין,זיזין
בַּזִּיז,בזיז
וְהַזִּיז,והזיז
מִשְׁתַּמְּשׁוֹת,משתמשות
בָּעֶלְיוֹן,בעליון
בַּתַּחְתּוֹן,בתחתון
בִּשְׁנֵיהֶן,בשניהן
הַזִּיז,הזיז
צְדַדֵי,צדדי
וִיבִיאֵם,ויביאם
וִיבִיאֶנּוּ,ויביאנו
חֻלְיָתוֹ,חוליתו
הַחֻלְיָה,החוליה
לְהִתְפַּנּוֹת,להתפנות
תִּתְפַּנֶּה,תתפנה
בַּכְּנִיסָה,בכניסה
וּבַיְּצִיאָה,וביציאה
וּמַפְסֶדֶת,ומפסדת
וּפַס,ופס
מֻבְדָּלִין,מובדלין
הַטִּלְטוּל,הטלטול
הֵקִילוּ,הקלו
בִּמְחִצָּתוֹ,במחיצתו
הַחֲצֵרוֹת,החצרות
וְהַחַלּוֹנוֹת,והחלונות
וּמְמַלְּאִים,וממלאים
בִּשְׁאֵינָהּ,בשאינה
מְמַלְּאִים,ממלאים
כְּצוּצְטְרָה,כצוצטרה
שֶׁבַּכְּצוּצְטְרָה,שבכצוצטרה
הַכְּצוּצְטְרָה,הכצוצטרה
וְנָגְעָה,ונגעה
שֶׁמְּמַלְּאִין,שממלאין
נִקְבָּצִים,נקבצים
הָעוּקָה,העוקה
מִסָּאתַיִם,מסאתיים
מְלוֹאָהּ,מלואה
וְיָפוּצוּ,ויפוצו
שֶׁהַחֲצֵרוֹת,שהחצרות
מִתְקַלְקְלוֹת,מתקלקלות
שֶׁשּׁוֹפְכִין,ששופכין
כּוֹתַל,כותל
לְזִיז,לזיז
יִשָּׁמֵט,יישמט
וְיַעְבִירֶנּוּ,ויעבירנו
שֶׁהִסְרִיחַ,שהסריח
וְהַמּוֹשִׁיט,והמושיט
בְּשִׁבּוּרוֹ,בשיבורו
כַּמִּדָּה,כמידה
וּשְׁיָרַיִם,ושיירים
שֶׁהִשְׁלִימָהּ,שהשלימה
לְיָתֵר,ליתר
מֵעוּטוֹ,מיעוטו
הַזָּרוּעַ,הזרוע
נִטַּע,ניטע
לְתַשְׁמִישׁ,לתשמיש
וְקֵרוּ,וקירו
שֶׁפִּי,שפי
כְּשֶׁהָיְתָה,כשהייתה
בְּאִילָנוֹת,באילנות
מֵעוּט,מיעוט
מִעַט,מיעט
הִקִּיפָהּ,הקיפה
כְּמֻקֶּפֶת,כמוקפת
וּמִצַּד,ומצד
לְשָׁבִיל,לשביל
לְנָהָר,לנהר
יִשְׂרְאֵלִיִּים,ישראליים
שֶׁהִקִּיפוּ,שהקיפו
לִשְׁיָרָה,לשיירה
וְקָנוּ,וקנו
שֶׁהַשְּׁבִיתָה,שהשביתה
הַגּוֹרֶמֶת,הגורמת
הַדִּיּוּרִין,הדיורין
וּפְתוּחִים,ופתוחים
רְחָבִים,רחבים
